Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[disease]	Characteristics[growth condition]	Characteristics[sintering temperature]	Unit[temperature unit]	Term Source REF	Term Accession Number	Characteristics[etching process]	Provider	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data Matrix File	Comment [ArrayExpress Data Matrix FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[growth condition]	Factor Value[sintering temperature]	Unit[temperature unit]	Term Source REF	Term Accession Number
7509379052_K	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_BCP 1150_CAM Bioceramics_HA=80;TCP=20_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_K	P-MTAB-79116	7509379052_K:biotin	biotin	P-MTAB-79117	7509379052_K:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379059_G	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_BCP 1150_CAM Bioceramics_HA=70;TCP=30_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_G	P-MTAB-79116	7509379059_G:biotin	biotin	P-MTAB-79117	7509379059_G:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379059_K	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_BCP 1150_CAM Bioceramics_HA=60;TCP=40_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_K	P-MTAB-79116	7509379059_K:biotin	biotin	P-MTAB-79117	7509379059_K:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379016_F	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_HA 1100_CAM Bioceramics_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_F	P-MTAB-79116	7509379016_F:biotin	biotin	P-MTAB-79117	7509379016_F:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1100	degree celsius	EFO	UO_0000027
7509379018_F	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_HA 1100_CAM Bioceramics_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_F	P-MTAB-79116	7509379018_F:biotin	biotin	P-MTAB-79117	7509379018_F:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1100	degree celsius	EFO	UO_0000027
7509379052_J	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_HA 1100_CAM Bioceramics_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_J	P-MTAB-79116	7509379052_J:biotin	biotin	P-MTAB-79117	7509379052_J:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1100	degree celsius	EFO	UO_0000027
7509379016_L	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_TCP 1100_CAM Bioceramics_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_L	P-MTAB-79116	7509379016_L:biotin	biotin	P-MTAB-79117	7509379016_L:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027
7509379022_F	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_TCP 1100_CAM Bioceramics_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_F	P-MTAB-79116	7509379022_F:biotin	biotin	P-MTAB-79117	7509379022_F:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027
7509379050_C	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027	not applicable	CAM Bioceramics	cell	MG-63_TCP 1100_CAM Bioceramics_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379050_C	P-MTAB-79116	7509379050_C:biotin	biotin	P-MTAB-79117	7509379050_C:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1100	degree celsius	EFO	UO_0000027
7509379018_I	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	decellularized bone extracellular matrix	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_bECM_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_I	P-MTAB-79116	7509379018_I:biotin	biotin	P-MTAB-79117	7509379018_I:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	decellularized bone extracellular matrix	not applicable	  	    	        
7509379050_H	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	decellularized bone extracellular matrix	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_bECM_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379050_H	P-MTAB-79116	7509379050_H:biotin	biotin	P-MTAB-79117	7509379050_H:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	decellularized bone extracellular matrix	not applicable	  	    	        
7509379052_A	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	decellularized bone extracellular matrix	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_bECM_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_A	P-MTAB-79116	7509379052_A:biotin	biotin	P-MTAB-79117	7509379052_A:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	decellularized bone extracellular matrix	not applicable	  	    	        
7509379016_D	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	demineralized bone matrices	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_DBM_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_D	P-MTAB-79116	7509379016_D:biotin	biotin	P-MTAB-79117	7509379016_D:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	demineralized bone matrices	not applicable	  	    	        
7509379016_I	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	demineralized bone matrices	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_DBM_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_I	P-MTAB-79116	7509379016_I:biotin	biotin	P-MTAB-79117	7509379016_I:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	demineralized bone matrices	not applicable	  	    	        
7509379022_B	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	demineralized bone matrices	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_DBM_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_B	P-MTAB-79116	7509379022_B:biotin	biotin	P-MTAB-79117	7509379022_B:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	demineralized bone matrices	not applicable	  	    	        
7509379016_G	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polystyrene	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_PS_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_G	P-MTAB-79116	7509379016_G:biotin	biotin	P-MTAB-79117	7509379016_G:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polystyrene	not applicable	  	    	        
7509379016_J	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polystyrene	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_PS_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_J	P-MTAB-79116	7509379016_J:biotin	biotin	P-MTAB-79117	7509379016_J:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polystyrene	not applicable	  	    	        
7509379018_E	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polystyrene	not applicable	  	  	  	not applicable	not applicable	cell	MG-63_PS_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_E	P-MTAB-79116	7509379018_E:biotin	biotin	P-MTAB-79117	7509379018_E:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polystyrene	not applicable	  	    	        
7509379018_J	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA_University of Twente_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_J	P-MTAB-79116	7509379018_J:biotin	biotin	P-MTAB-79117	7509379018_J:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid	not applicable	  	    	        
7509379022_J	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA_University of Twente_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_J	P-MTAB-79116	7509379022_J:biotin	biotin	P-MTAB-79117	7509379022_J:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid	not applicable	  	    	        
7509379059_F	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA_University of Twente_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_F	P-MTAB-79116	7509379059_F:biotin	biotin	P-MTAB-79117	7509379059_F:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid	not applicable	  	    	        
7509379018_B	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA/nCaP_University of Twente_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_B	P-MTAB-79116	7509379018_B:biotin	biotin	P-MTAB-79117	7509379018_B:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite	not applicable	  	    	        
7509379022_D	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA/nCaP_University of Twente_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_D	P-MTAB-79116	7509379022_D:biotin	biotin	P-MTAB-79117	7509379022_D:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite	not applicable	  	    	        
7509379059_L	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA/nCaP_University of Twente_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_L	P-MTAB-79116	7509379059_L:biotin	biotin	P-MTAB-79117	7509379059_L:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite	not applicable	  	    	        
7509379050_L	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA-OCP_University of Twente_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379050_L	P-MTAB-79116	7509379050_L:biotin	biotin	P-MTAB-79117	7509379050_L:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	    	        
7509379052_L	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA-OCP_University of Twente_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_L	P-MTAB-79116	7509379052_L:biotin	biotin	P-MTAB-79117	7509379052_L:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	    	        
7509379059_D	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	  	  	not applicable	University of Twente	cell	MG-63_PLA-OCP_University of Twente_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_D	P-MTAB-79116	7509379059_D:biotin	biotin	P-MTAB-79117	7509379059_D:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	polylactic acid hydroxyapatite composite with octacalcium phosphate coating	not applicable	  	    	        
7509379016_A	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1150_Xpand Biotechnology_HA=80;TCP=20_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_A	P-MTAB-79116	7509379016_A:biotin	biotin	P-MTAB-79117	7509379016_A:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379018_A	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1300_Xpand Biotechnology_HA=80;TCP=20_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_A	P-MTAB-79116	7509379018_A:biotin	biotin	P-MTAB-79117	7509379018_A:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027
